diagnostic,period,value,units,interpretation,source_table,domain,classification
wind_speed850,June,9.856389852798001,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,east_ethiopia,
mfc850,June,2.2998237337128514e-08,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,east_ethiopia,
qu850,June,0.0013215765809669472,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,greater_horn,
qv850,June,0.029298938985094548,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,greater_horn,
wind_speed850,June,6.218188422850244,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,greater_horn,
mfc850,June,5.665506088649997e-10,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,greater_horn,
qu850,June,0.0016871392410308887,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,east_africa,
qv850,June,0.03542654590365125,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,east_africa,
wind_speed850,June,6.385212765416056,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,east_africa,
mfc850,June,1.238319145637672e-09,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,east_africa,
qu850,June,-0.009724810950030409,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,atlantic_congo_ethiopia,
qv850,June,0.01592790340248028,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,atlantic_congo_ethiopia,
wind_speed850,June,4.202899789410572,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,atlantic_congo_ethiopia,
mfc850,June,-2.8433385990660347e-09,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,atlantic_congo_ethiopia,
qu850,June,0.002969239958728878,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,congo_moisture_corridor,
qv850,June,0.02008812020990657,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,congo_moisture_corridor,
wind_speed850,June,2.5499597173683264,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,congo_moisture_corridor,
mfc850,June,1.0849996274523716e-08,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,congo_moisture_corridor,
qu850,June,0.012216794706293818,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_moisture_entry,
qv850,June,0.026019019017483744,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_moisture_entry,
wind_speed850,June,2.8956387984424876,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_moisture_entry,
mfc850,June,1.3402588988745524e-08,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_moisture_entry,
qu850,June,0.023956734539186203,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_indian_ocean,
qv850,June,0.04999690726757637,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_indian_ocean,
wind_speed850,June,9.808578345672164,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_indian_ocean,
mfc850,June,-4.8197960210105735e-09,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_indian_ocean,
qu850,June,0.025226432588717682,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,arabia_red_sea,
qv850,June,-0.0031709205416806316,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,arabia_red_sea,
wind_speed850,June,5.565330705621768,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,arabia_red_sea,
mfc850,June,1.4937845207318677e-08,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,arabia_red_sea,
qu850,June,0.011333088274046445,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,north_africa_arabia,
qv850,June,-0.005615500008910859,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,north_africa_arabia,
wind_speed850,June,4.647167221240219,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,north_africa_arabia,
mfc850,June,8.18140802935956e-09,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,north_africa_arabia,
qu850,June,0.07939858322246708,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,tej_core,
qv850,June,0.02016975922847083,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,tej_core,
wind_speed850,June,8.4594147439623,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,tej_core,
mfc850,June,1.1829456394481266e-08,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,tej_core,
qu850,June,0.028716560672933177,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,somali_jet_box,
qv850,June,0.07269204530064415,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,somali_jet_box,
wind_speed850,June,10.698783529025551,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,somali_jet_box,
mfc850,June,-8.929631401880528e-09,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,somali_jet_box,
qu850,June,-0.02744652179241794,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,turkana_corridor,
qv850,June,0.05878238142906586,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,turkana_corridor,
wind_speed850,June,7.128045784251937,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,turkana_corridor,
mfc850,June,-2.4555317158185576e-08,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,turkana_corridor,
qu850,July,0.037276182410388936,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,ethiopia,
qv850,July,0.04138420840218163,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,ethiopia,
wind_speed850,July,7.12726854986664,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,ethiopia,
mfc850,July,7.097439548807148e-09,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,ethiopia,
qu850,July,0.014564870351148501,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,ethiopia_highlands_broad,
qv850,July,0.014208231614038136,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,ethiopia_highlands_broad,
wind_speed850,July,2.7438297164081633,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,ethiopia_highlands_broad,
mfc850,July,3.1573416705045974e-08,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,ethiopia_highlands_broad,
qu850,July,0.022590274964932922,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,north_ethiopia,
qv850,July,0.0011328080902827005,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,north_ethiopia,
wind_speed850,July,3.3178000591567502,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,north_ethiopia,
mfc850,July,4.1502568169298e-08,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,north_ethiopia,
qu850,July,0.00632195230250953,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,central_ethiopia,
qv850,July,0.008017099780162807,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,central_ethiopia,
wind_speed850,July,1.2696867724482161,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,central_ethiopia,
mfc850,July,2.1198389042652113e-08,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,central_ethiopia,
qu850,July,0.015481896590975198,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,west_ethiopia,
qv850,July,0.02376097590900478,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,west_ethiopia,
wind_speed850,July,2.550435152531205,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,west_ethiopia,
mfc850,July,2.073207197540162e-08,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,west_ethiopia,
qu850,July,0.07525695577460635,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,east_ethiopia,
qv850,July,0.07111834760552872,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,east_ethiopia,
wind_speed850,July,11.354654794763016,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,east_ethiopia,
mfc850,July,2.7183077865747403e-08,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,east_ethiopia,
qu850,July,0.008288254002074374,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,greater_horn,
qv850,July,0.02985678162255718,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,greater_horn,
wind_speed850,July,6.841995934036357,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,greater_horn,
mfc850,July,2.1210609535669848e-09,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,greater_horn,
qu850,July,0.008759153879515846,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,east_africa,
qv850,July,0.03663763055013184,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,east_africa,
wind_speed850,July,7.0607260528131155,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,east_africa,
mfc850,July,2.8058357879318276e-09,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,east_africa,
qu850,July,-0.0012168419547864257,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,atlantic_congo_ethiopia,
qv850,July,0.01537685335943047,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,atlantic_congo_ethiopia,
wind_speed850,July,4.445699881851333,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,atlantic_congo_ethiopia,
mfc850,July,-1.927993080965517e-09,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,atlantic_congo_ethiopia,
qu850,July,0.01111012603822935,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,congo_moisture_corridor,
qv850,July,0.015736567742398847,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,congo_moisture_corridor,
wind_speed850,July,2.7307954223787947,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,congo_moisture_corridor,
mfc850,July,1.2920285023214024e-08,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,congo_moisture_corridor,
qu850,July,0.020375256653005474,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_moisture_entry,
qv850,July,0.0220657722174513,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_moisture_entry,
wind_speed850,July,3.1512091543275664,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_moisture_entry,
mfc850,July,8.781335754311556e-09,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_moisture_entry,
qu850,July,0.024060518826771866,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_indian_ocean,
qv850,July,0.057237763841322634,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_indian_ocean,
wind_speed850,July,11.069986077853086,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_indian_ocean,
mfc850,July,-5.938154813636716e-09,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,western_indian_ocean,
qu850,July,0.0413523383909906,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,arabia_red_sea,
qv850,July,-0.0007278574128536673,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,arabia_red_sea,
wind_speed850,July,7.056708846740352,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,arabia_red_sea,
mfc850,July,2.0127961363665646e-08,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,arabia_red_sea,
qu850,July,0.021237154548993685,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,north_africa_arabia,
qv850,July,-0.0059730710471043716,kg kg-1 m s-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,north_africa_arabia,
wind_speed850,July,5.46341121303582,m s**-1,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,north_africa_arabia,
mfc850,July,9.091810521235925e-09,kg kg-1 s-1 approximately,Monthly climatological diagnostic.,era5_850hpa_moisture_flux_diagnostics,north_africa_arabia,
